Row.ID,Date,TIME.POINT,Luna.Num,Luna.Letter,Luna_grouping,TRT,FOCAL,FOCAL_col,FOCAL_ID,USE,FOCAL_HT_mm,Focal_BD,Focal_FL,Focal_FR,FOCAL_REP_EFFORT,FOCAL_Biomass_g,NEIGH,NEIGH_CT,AVG_NEIGH_HT_mm,TALLEST_IN_30cm_mm,Per_Litt,Per_Bare,Per_Plant,Neigh_per_BD,Neigh_per_FL,Neigh_per_FR,ALIVE_Y.N,NOTES,NOTES.2,NOTES.3,NOTES.4,NOTES.5
94,2/25/2021,1,1,B,1.CTRL,CTRL,GR,CL,1B_CTRL_GR_CL,Y,20,.,.,.,0,.,GR,19,25,230,10,90,5,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
95,2/25/2021,1,1,B,1.CTRL,CTRL,GR,OR,1B_CTRL_GR_OR,Y,21,.,.,.,0,.,FG,2,15,290,50,50,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
96,2/25/2021,1,1,B,1.CTRL,CTRL,GR,OR,1B_CTRL_GR_OR,Y,21,.,.,.,0,.,GR,1,8,290,50,50,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
97,2/25/2021,1,1,B,1.CTRL,CTRL,GR,PP,1B_CTRL_GR_PP,Y,18,.,.,.,0,.,GR,2,13,290,15,85,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
98,2/25/2021,1,1,B,1.CTRL,CTRL,GR,RD,1B_CTRL_GR_RD,Y,14,.,.,.,0,.,FG,2,18,290,20,80,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
99,2/25/2021,1,1,B,1.CTRL,CTRL,GR,RD,1B_CTRL_GR_RD,Y,14,.,.,.,0,.,GR,4,14,290,20,80,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
137,2/25/2021,1,1,C,1.CTRL,CTRL,BE,BLK,1C_CTRL_BE_BLK,Y,10,.,.,.,0,.,.,.,.,130,10,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
138,2/25/2021,1,1,C,1.CTRL,CTRL,BE,BU,1C_CTRL_BE_BU,Y,17,.,.,.,0,.,FG,1,13,280,30,70,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
139,2/25/2021,1,1,C,1.CTRL,CTRL,BE,OR,1C_CTRL_BE_OR,Y,6,.,.,.,0,.,FG,1,7,280,5,95,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
140,2/25/2021,1,1,C,1.CTRL,CTRL,BE,OR,1C_CTRL_BE_OR,Y,6,.,.,.,0,.,TINY FB CRENULATE,1,2,280,5,95,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
141,2/25/2021,1,1,C,1.CTRL,CTRL,BE,PP,1C_CTRL_BE_PP,Y,5,.,.,.,0,.,TINY FB,1,1,170,50,50,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
142,2/25/2021,1,1,C,1.CTRL,CTRL,BE,PP_OR,1C_CTRL_BE_PP_OR,Y,10,.,.,.,0,.,BE,2,10,200,15,85,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
143,2/25/2021,1,1,C,1.CTRL,CTRL,BE,RD,1C_CTRL_BE_RD,Y,5,.,.,.,0,.,.,.,.,170,15,85,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
144,2/25/2021,1,1,C,1.CTRL,CTRL,BE,RD_BU,1C_CTRL_BE_RD_BU,Y,15,.,.,.,0,.,TINY FB,1,1,200,5,95,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
145,2/25/2021,1,1,C,1.CTRL,CTRL,BE,RD_CL,1C_CTRL_BE_RD_CL,Y,10,.,.,.,0,.,BE,7,8,130,5,90,10,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
146,2/25/2021,1,1,C,1.CTRL,CTRL,BR,RD_DOUBLE,1C_CTRL_BR_RD_DOUBLE,Y,2,.,.,.,0,.,BE,1,4,130,10,90,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
147,2/25/2021,1,1,C,1.CTRL,CTRL,FG,BLK,1C_CTRL_FG_BLK,Y,40,.,.,.,0,.,.,.,.,240,15,80,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
148,2/25/2021,1,1,C,1.CTRL,CTRL,FG,BLK_RD,1C_CTRL_FG_BLK_RD,Y,36,.,.,.,0,.,BE,1,6,240,80,20,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
149,2/25/2021,1,1,C,1.CTRL,CTRL,FG,BLK_RD,1C_CTRL_FG_BLK_RD,Y,36,.,.,.,0,.,FG,2,31,240,80,20,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
150,2/25/2021,1,1,C,1.CTRL,CTRL,FG,BU,1C_CTRL_FG_BU,Y,12,.,.,.,0,.,FG,1,10,280,25,75,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
151,2/25/2021,1,1,C,1.CTRL,CTRL,FG,BU,1C_CTRL_FG_BU,Y,12,.,.,.,0,.,GR,2,17,280,25,75,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
152,2/25/2021,1,1,C,1.CTRL,CTRL,FG,BU_OR,1C_CTRL_FG_BU_OR,Y,15,.,.,.,0,.,.,.,.,240,60,40,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
153,2/25/2021,1,1,C,1.CTRL,CTRL,FG,CL,1C_CTRL_FG_CL,Y,31,.,.,.,0,.,.,.,.,240,10,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
154,2/25/2021,1,1,C,1.CTRL,CTRL,FG,OR,1C_CTRL_FG_OR,Y,13,.,.,.,0,.,FG,5,13,280,10,90,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
155,2/25/2021,1,1,C,1.CTRL,CTRL,FG,OR_CL,1C_CTRL_FG_OR_CL,Y,10,.,.,.,0,.,.,.,.,225,10,90,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
156,2/25/2021,1,1,C,1.CTRL,CTRL,FG,OR_PP,1C_CTRL_FG_OR_PP,Y,11,.,.,.,0,.,.,.,.,280,3,97,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
157,2/25/2021,1,1,C,1.CTRL,CTRL,FG,PP,1C_CTRL_FG_PP,Y,20,.,.,.,0,.,FG,2,12,165,30,70,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
194,2/25/2021,1,1,C,1.CTRL,CTRL,FG,PP_DOUBLE,1C_CTRL_FG_PP_DOUBLE,Y,17,.,.,.,0,.,BE,2,8,225,10,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
195,2/25/2021,1,1,C,1.CTRL,CTRL,FG,PP_DOUBLE,1C_CTRL_FG_PP_DOUBLE,Y,17,.,.,.,0,.,FG?,1,25,225,10,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
158,2/25/2021,1,1,C,1.CTRL,CTRL,FG,PP_RD,1C_CTRL_FG_PP_RD,Y,13,.,.,.,0,.,TINY CLUB,1,5,225,90,10,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
159,2/25/2021,1,1,C,1.CTRL,CTRL,FG,RD,1C_CTRL_FG_RD,Y,10,.,.,.,0,.,.,.,.,165,30,70,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
160,2/25/2021,1,1,C,1.CTRL,CTRL,GR,BLK,1C_CTRL_GR_BLK,Y,12,.,.,.,0,.,GR,3,15,170,20,80,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
161,2/25/2021,1,1,C,1.CTRL,CTRL,GR,BLK_RD,1C_CTRL_GR_BLK_RD,Y,22,.,.,.,0,.,FG,1,10,170,10,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
162,2/25/2021,1,1,C,1.CTRL,CTRL,GR,BLK_RD,1C_CTRL_GR_BLK_RD,Y,22,.,.,.,0,.,GR,3,15,170,10,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
163,2/25/2021,1,1,C,1.CTRL,CTRL,GR,BU,1C_CTRL_GR_BU,Y,10,.,.,.,0,.,GR,2,10,170,5,95,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
164,2/25/2021,1,1,C,1.CTRL,CTRL,GR,OR,1C_CTRL_GR_OR,Y,15,.,.,.,0,.,BE,1,4,280,15,85,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
165,2/25/2021,1,1,C,1.CTRL,CTRL,GR,OR,1C_CTRL_GR_OR,Y,15,.,.,.,0,.,FG,2,12,280,15,85,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
166,2/25/2021,1,1,C,1.CTRL,CTRL,GR,PP,1C_CTRL_GR_PP,Y,20,.,.,.,0,.,BE,1,13,280,10,90,4,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
167,2/25/2021,1,1,C,1.CTRL,CTRL,GR,PP,1C_CTRL_GR_PP,Y,20,.,.,.,0,.,FG,1,15,280,10,90,4,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
168,2/25/2021,1,1,C,1.CTRL,CTRL,GR,PP,1C_CTRL_GR_PP,Y,20,.,.,.,0,.,GR,18,22,280,10,90,4,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
169,2/25/2021,1,1,C,1.CTRL,CTRL,GR,RD,1C_CTRL_GR_RD,Y,30,.,.,.,0,.,BE,1,11,280,15,85,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
170,2/25/2021,1,1,C,1.CTRL,CTRL,GR,RD,1C_CTRL_GR_RD,Y,30,.,.,.,0,.,GR,2,25,280,15,85,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
33,2/24/2021,1,1,A,1.LG,LG,BE,BU,1A_LG_BE_BU,Y,21,.,.,.,0,.,BE,2,12,170,30,70,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
34,2/24/2021,1,1,A,1.LG,LG,BE,BU,1A_LG_BE_BU,Y,21,.,.,.,0,.,BR,1,7,170,30,70,3,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
35,2/25/2021,1,1,A,1.LG,LG,BE,BU_DOUBLE,1A_LG_BE_BU_DOUBLE,Y,10,.,.,.,0,.,.,.,.,90,5,95,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
36,2/24/2021,1,1,A,1.LG,LG,BE,CL,1A_LG_BE_CL,Y,9,.,.,.,0,.,TINY FB,1,2,145,40,60,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
37,2/24/2021,1,1,A,1.LG,LG,BE,OR,1A_LG_BE_OR,Y,5,.,.,.,0,.,FG,1,4,135,40,60,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
38,2/24/2021,1,1,A,1.LG,LG,BE,PP,1A_LG_BE_PP,Y,10,.,.,.,0,.,BE,2,6,120,85,15,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
39,2/24/2021,1,1,A,1.LG,LG,BE,PP,1A_LG_BE_PP,Y,10,.,.,.,0,.,TINY FB,1,2,120,85,15,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
40,2/24/2021,1,1,A,1.LG,LG,BE,RD,1A_LG_BE_RD,Y,12,.,.,.,0,.,.,.,.,120,60,40,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
41,2/25/2021,1,1,A,1.LG,LG,BE,RD_DOUBLE,1A_LG_BE_RD_DOUBLE,Y,6,.,.,.,0,.,BE,1,3,210,60,40,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
42,2/24/2021,1,1,A,1.LG,LG,BR,BLK,1A_LG_BR_BLK,Y,5,.,.,.,0,.,BE,1,11,130,20,80,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
43,2/24/2021,1,1,A,1.LG,LG,BR,BLK_BU,1A_LG_BR_BLK_BU,Y,6,.,.,.,0,.,BR,1,4,90,2,98,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
44,2/24/2021,1,1,A,1.LG,LG,BR,BLK_OR,1A_LG_BR_BLK_OR,Y,4,.,.,.,0,.,BR,3,4,110,10,90,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
45,2/24/2021,1,1,A,1.LG,LG,BR,BLK_RD,1A_LG_BR_BLK_RD,Y,7,.,.,.,0,.,.,.,.,140,10,90,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
46,2/24/2021,1,1,A,1.LG,LG,BR,BU,1A_LG_BR_BU,Y,4,.,.,.,0,.,BE,1,4,195,50,50,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
47,2/24/2021,1,1,A,1.LG,LG,BR,BU,1A_LG_BR_BU,Y,4,.,.,.,0,.,FUZZY CUP,1,3,195,50,50,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
48,2/24/2021,1,1,A,1.LG,LG,BR,BU,1A_LG_BR_BU,Y,4,.,.,.,0,.,FB SPAT,2,2,195,50,50,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
49,2/24/2021,1,1,A,1.LG,LG,BR,CL,1A_LG_BR_CL,Y,3,.,.,.,0,.,.,.,.,125,5,95,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
50,2/24/2021,1,1,A,1.LG,LG,BR,OR,1A_LG_BR_OR,Y,11,.,.,.,0,.,.,.,.,110,15,85,2,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
51,2/24/2021,1,1,A,1.LG,LG,BR,PP,1A_LG_BR_PP,Y,3,.,.,.,0,.,BR,1,2,110,5,95,1,.,.,.,Y,,#N/A,#N/A,#N/A,#N/A
